"collection","period","period_label","year"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7016","17th century","1961"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7016","17th century","1962"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7016","17th century","1963"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7016","17th century","1964"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7016","17th century","1965"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7016","17th century","1966"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7016","17th century","1967"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7016","17th century","1968"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7016","17th century","1969"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7016","17th century","1970"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1947"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1948"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1949"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1950"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1951"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1952"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1953"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1954"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1955"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1956"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1957"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1958"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1959"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1960"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1961"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1962"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1963"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1964"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1965"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1966"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1967"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1968"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1969"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1970"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1971"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1972"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1973"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1974"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1975"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1976"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1977"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1978"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1979"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1980"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1981"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1982"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1983"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1984"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1985"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1986"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1987"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1988"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1989"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1990"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1991"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1992"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1993"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1994"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1995"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1996"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1997"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7016","17th century","1998"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","1984"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","1985"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","1986"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","1987"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","1988"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","1989"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","1990"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","1991"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","1992"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","1993"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","1994"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","1995"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","1996"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","1997"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","1998"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","1999"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","2000"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","2001"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","2002"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","2003"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","2004"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","2005"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","2006"
"Fototeca Stefano Tumidei","http://www.wikidata.org/entity/Q7016","17th century","2007"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","1985"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","1986"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","1987"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","1988"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","1989"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","1990"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","1991"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","1992"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","1993"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","1994"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","1995"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","1996"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","1997"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","1998"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","1999"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","2000"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","2001"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","2002"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","2003"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","2004"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","2005"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","2006"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","2007"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","2008"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","2009"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","2010"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","2011"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","2012"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","2013"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","2014"
"Fototeca Julian Kliemann","http://www.wikidata.org/entity/Q7016","17th century","2015"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1960"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1961"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1962"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1963"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1964"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1965"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1966"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1967"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1968"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1969"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1970"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1971"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1972"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1973"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1974"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1975"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1976"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1977"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1978"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1979"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1980"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1981"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1982"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1983"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1984"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1985"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1986"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1987"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1988"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1989"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1990"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1991"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1992"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1993"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1994"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1995"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1996"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1997"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1998"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","1999"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","2000"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","2001"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","2002"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","2003"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","2004"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","2005"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","2006"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","2007"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","2008"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","2009"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","2010"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","2011"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","2012"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","2013"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","2014"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","2015"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","2016"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","2017"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q37068","Romanticism","2018"
"Nachlass Ulrich Middeldorf","http://www.wikidata.org/entity/Q8683","Cold War","1957"
"Nachlass Ulrich Middeldorf","http://www.wikidata.org/entity/Q8683","Cold War","1958"
"Nachlass Ulrich Middeldorf","http://www.wikidata.org/entity/Q8683","Cold War","1959"
"Nachlass Ulrich Middeldorf","http://www.wikidata.org/entity/Q8683","Cold War","1960"
"Nachlass Ulrich Middeldorf","http://www.wikidata.org/entity/Q8683","Cold War","1961"
"Nachlass Ulrich Middeldorf","http://www.wikidata.org/entity/Q8683","Cold War","1962"
"Nachlass Ulrich Middeldorf","http://www.wikidata.org/entity/Q8683","Cold War","1963"
"Nachlass Ulrich Middeldorf","http://www.wikidata.org/entity/Q8683","Cold War","1964"
"Nachlass Ulrich Middeldorf","http://www.wikidata.org/entity/Q8683","Cold War","1965"
"Nachlass Ulrich Middeldorf","http://www.wikidata.org/entity/Q8683","Cold War","1966"
"Nachlass Ulrich Middeldorf","http://www.wikidata.org/entity/Q8683","Cold War","1967"
"Nachlass Ulrich Middeldorf","http://www.wikidata.org/entity/Q8683","Cold War","1968"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1936"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1937"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1938"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1939"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1940"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1941"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1942"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1943"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1944"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1945"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1946"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1947"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1948"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1949"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1950"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1951"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1952"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1953"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1954"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1955"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1956"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1957"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1958"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1959"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1960"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1961"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1962"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1963"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1964"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1965"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1966"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1967"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1968"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1969"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1970"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1971"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1972"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1973"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1974"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1975"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1976"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1977"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1978"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1979"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1980"
"Nachlass Wolfgang Lotz","http://www.wikidata.org/entity/Q4692","Renaissance","1981"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1960"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1961"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1962"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1963"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1964"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1965"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1966"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1967"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1968"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1969"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1970"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1971"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1972"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1973"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1974"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1975"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1976"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1977"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1978"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1979"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1980"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1981"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1982"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1983"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1984"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1985"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1986"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1987"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1988"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1989"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1990"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1991"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1992"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1993"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1994"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1995"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1996"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1997"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1998"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","1999"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","2000"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","2001"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","2002"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","2003"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","2004"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","2005"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","2006"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","2007"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","2008"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","2009"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","2010"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","2011"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","2012"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","2013"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","2014"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","2015"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","2016"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","2017"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q4692","Renaissance","2018"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1925"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1926"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1927"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1928"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1929"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1930"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1931"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1932"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1933"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1934"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1935"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1936"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1937"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1938"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1939"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1940"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1941"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1942"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1943"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1944"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1945"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1946"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1947"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1948"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1949"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1950"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1951"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1952"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1953"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1954"
"Ulrich Middledorf papers","http://www.wikidata.org/entity/Q4692","Renaissance","1955"
