"collection","period","period_label","year"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1960"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1961"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1962"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1963"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1964"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1965"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1966"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1967"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1968"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1969"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1970"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1971"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1972"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1973"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1974"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1975"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1976"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1977"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1978"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1979"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1980"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1981"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1982"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1983"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1984"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1985"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1986"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1987"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1988"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1989"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1990"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1991"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1992"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1993"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1994"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1995"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1996"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1997"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1998"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","1999"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","2000"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","2001"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","2002"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","2003"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","2004"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","2005"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","2006"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","2007"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","2008"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","2009"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","2010"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","2011"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","2012"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","2013"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","2014"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","2015"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","2016"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","2017"
"Archivio Luisa Vertova","http://www.wikidata.org/entity/Q7018","15th century","2018"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1925"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1926"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1927"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1928"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1929"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1930"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1931"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1932"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1933"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1934"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1935"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1936"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1937"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1938"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1939"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1940"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1941"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1942"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1943"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1944"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1945"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1946"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1947"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1948"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1949"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1950"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1951"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1952"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1953"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1954"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1955"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1956"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1957"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1958"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1959"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1960"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1961"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1962"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1963"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1964"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1965"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1966"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1967"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1968"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1969"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q7018","15th century","1970"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1947"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1948"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1949"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1950"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1951"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1952"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1953"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1954"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1955"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1956"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1957"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1958"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1959"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1960"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1961"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1962"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1963"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1964"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1965"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1966"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1967"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1968"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1969"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1970"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1971"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1972"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1973"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1974"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1975"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1976"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1977"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1978"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1979"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1980"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1981"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1982"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1983"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1984"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1985"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1986"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1987"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1988"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1989"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1990"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1991"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1992"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1993"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1994"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1995"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1996"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1997"
"Fototeca Zeri","http://www.wikidata.org/entity/Q7018","15th century","1998"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1617"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1618"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1619"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1620"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1621"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1622"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1623"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1624"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1625"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1626"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1627"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1628"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1629"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1630"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1631"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1632"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1633"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1634"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1635"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1636"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1637"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1638"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1639"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1640"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1641"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1642"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1643"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1644"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1645"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1646"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1647"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1648"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1649"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1650"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1651"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1652"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1653"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1654"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1655"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1656"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1657"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1658"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1659"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1660"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1661"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1662"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1663"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1664"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1665"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1666"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1667"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1668"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1669"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1670"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1671"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1672"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1673"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1674"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1675"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1676"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1677"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1678"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1679"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1680"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1681"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1682"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1683"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1684"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1685"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1686"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1687"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1688"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1689"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1690"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1691"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1692"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1693"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1694"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1695"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1696"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1697"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1698"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1699"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1700"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1701"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1702"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1703"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1704"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1705"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1706"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1707"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1708"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1709"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1710"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1711"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1712"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1713"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1714"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1715"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1716"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1717"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1718"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1719"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1720"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1721"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1722"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1723"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1724"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1725"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1726"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1727"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1728"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1729"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1730"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1731"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1732"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1733"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1734"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1735"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1736"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1737"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1738"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1739"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1740"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1741"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1742"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1743"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1744"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1745"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1746"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1747"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1748"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1749"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1750"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1751"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1752"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1753"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1754"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1755"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1756"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1757"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1758"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1759"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1760"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1761"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1762"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1763"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1764"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1765"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1766"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1767"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1768"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1769"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1770"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1771"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1772"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1773"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1774"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1775"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1776"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1777"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1778"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1779"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1780"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1781"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1782"
"John Pope-Hennessy papers","http://www.wikidata.org/entity/Q7018","15th century","1783"
